Company Name,Price,Volume,MACD hist,ADX,ATR,EMA 200,RSI,Stochastic Oscillator,MACD hist sloap*,EMA 200 Sloap
Divi's Laboratories Ltd.,4465.0,103288,1.9669042097410916,25.813667820063294,16.77202848241364,4199.512830156737,71.13434110000568,98.46035874844006,1.116679976321418,0.000597584045295287
Dixon Technologies (India) Ltd.,9253.0,21695,8.135188864370928,19.700090024088848,32.87844462823154,9062.901450287683,67.65323762786525,98.6648313833448,-0.20993265289545704,0.00020647770323845263
Dr. Lal Path Labs Ltd.,2647.0,12384,1.6923921267301978,27.298140689094236,11.994824537871484,2581.77155334269,60.54053964765948,78.33333333333333,-0.43468866897237746,0.0002476623641718444
Dr. Reddy's Laboratories Ltd.,5995.0,59704,-0.27921429940494846,20.518628389904077,17.476815161941726,5911.1915771846725,59.71873342643774,58.31049377788421,-0.5541459570265346,0.00014049970086534852
Eicher Motors Ltd.,4737.0,57837,-1.9141415276080016,14.595451879550314,17.4839928799837,4758.778313469847,36.71772839277095,5.888103041803231,-0.7701711361628636,-4.620593673409597e-05
Escorts Kubota Ltd.,3853.39990234375,20284,-2.232013496741132,9.113779819481742,16.750422191787962,3805.3470673674556,48.53038212365009,29.505945139897186,0.18325061515539387,0.00012532908011823028
FSN E-Commerce Ventures Ltd.,161.5,589748,-0.02484356434353463,52.94449416542561,0.5505667589568116,169.42574296732562,20.67858857632187,13.559129161903678,0.003284833294030176,-0.000493224199469462
Federal Bank Ltd.,160.14999389648438,845009,0.10301585911589972,31.921358801357304,0.5101416059440752,162.12207508687925,51.8665971381111,100.0,0.04908429403672798,-0.0001237584278276755
Fertilisers and Chemicals Travancore Ltd.,693.4000244140625,20212,-0.002522045852951904,21.946713335835987,4.346809194687286,700.213380787704,42.30685226023597,18.99452389233277,-0.25530891357741325,-9.875388093841047e-05
Fortis Healthcare Ltd.,460.04998779296875,64705,-0.29191657329862464,29.089112639044224,1.4694672071226975,458.9974566745967,41.38347394036687,0.0,-0.10793087781209743,2.2993593034247497e-05
GAIL (India) Ltd.,200.85000610351562,959917,0.1767746548847942,20.068517120623493,0.6956159185652343,201.03544991311136,58.50193673522612,91.3044920488546,-0.004056326568939006,-9.279346894357427e-06
GMR Airports Infrastructure Ltd.,86.9000015258789,2146317,-0.010122036260263353,11.470623260246347,0.4099165477779417,86.55226646488701,44.56990493795734,33.333333333333336,-0.004097636944054586,4.021662453656623e-05
Gland Pharma Ltd.,1861.0,19679,-0.29294686110029744,42.84246735540046,6.563889148150729,1831.807455614217,58.27124117705544,42.80463415073602,-0.16475185567008843,0.000157653092900209
Godrej Consumer Products Ltd.,1302.949951171875,89317,-0.3977381762141752,33.932981873189235,4.9867162231219,1312.9745299028345,33.99855720101256,39.749755859375,-0.020568543212696966,-7.732417879435929e-05
Godrej Properties Ltd.,2758.35009765625,19854,4.712722230155179,28.063973378266315,10.665706258447766,2785.530186073454,54.178499095084696,80.60009765625,-0.33187603555462886,-9.903264926123582e-05
Grasim Industries Ltd.,2400.60009765625,101550,-6.065258947672922,29.419026104994796,9.615561360509043,2421.5523102089246,30.40692252640089,10.952827493241708,-0.01800823651528738,-8.771765057202853e-05
Gujarat Gas Ltd.,554.0,57222,-0.20507685195824643,25.6216667988609,1.7811359510375946,553.0815849178094,52.179947598274566,31.579398222507763,-0.07330186524443683,1.6661195547922265e-05
HCL Technologies Ltd.,1347.949951171875,397092,-0.8707010212743788,15.802426501846146,3.580921741430577,1349.2760031007988,31.864061811184143,6.7917158018867925,-0.5018288521583559,-9.886980635171524e-06
HDFC Asset Management Company Ltd.,3893.449951171875,27343,-3.662741845900408,22.400352387787997,19.621165778899385,3873.8742573532554,33.55706001876712,16.326412528809897,-0.36479896689815305,5.0531185416688345e-05
HDFC Bank Ltd.,1507.3499755859375,1923170,0.5935166502124467,36.0127118393528,3.8215345829681624,1500.262193127736,39.879911145985076,53.81154136696555,0.02687664598596662,4.725776741208964e-05
